1.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0
2.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0
3.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-23.84332627381115	-16.729486361425117	-12.729708217144589	-10.482038111081614	-9.22126861033847	-8.51806030482387	-8.13222207622157	-7.9300478182244065	-7.837503966140481	-7.813509605687375	-7.83468954584205	-7.886930907736452	-7.961019290046523	-8.050552952938435	-8.150957459580361	-8.258956891718238	-8.372226674678643	-8.489135782339	-8.608550656612593	-8.729688824240746	-8.852012441638475	-8.975152590506495	-9.098856329673472	-9.22295008835093	-9.34731454777829	-9.471867482899185	-9.596552066604511
4.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0
5.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-27.16796334805698	-18.74768543123104	-14.020738458931541	-11.37315235233761	-9.897937621615617	-9.085723530857095	-8.650720330617421	-8.432737106379339	-8.341946865387499	-8.327721850448032	-8.361099519201746	-8.425029737801538	-8.50906452432542	-8.606529972957953	-8.713024711721314	-8.825594249499298	-8.942243794939035	-9.061628060354952	-9.182843236783201	-9.30528443776832	-9.428547872996182	-9.552364230200567	-9.676553749134644	-9.800996180428095	-9.92561081867145	-10.05034327663166	-10.175156733891537
6.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0
7.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0
8.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-28.496951137140062	-19.623087937069936	-14.646004116339855	-11.863493796406113	-10.318823119852327	-9.474389170803663	-9.02814125890271	-8.810291711559907	-8.725202578916331	-8.718715974175872	-8.75983381492766	-8.830495349259415	-8.919913650801508	-9.02145817062668	-9.130938929927181	-9.24564956393217	-9.363817181669894	-9.484272224742723	-9.60624148024058	-9.729213913252606	-9.852852067363735	-9.976933182621663	-10.101310101240083	-10.225885415573229	-10.350594446589168	-10.475394072062333	-10.600255404833797
9.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0
10.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0	-36.0
